"","LotArea","Neighborhood","OverallQual","OverallCond","YearBuilt","TotalBsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","Fireplaces","GarageArea","PoolArea","EnclosedPorch","OpenPorchSF","SalePrice"
"815",13001,"NWAmes",6,5,1971,1625,"Y",1220,0,1220,2,0,1,944,0,249,0,177998
"816",8991,"NWAmes",7,6,1976,1228,"Y",1324,0,1324,2,0,1,585,0,0,36,175648
"817",8000,"NWAmes",6,6,1974,1084,"Y",1084,793,1877,2,1,1,488,0,0,96,196918
"818",9457,"NAmes",5,6,1970,925,"Y",1422,NA,1422,1,0,0,576,0,0,0,184299
"819",7920,"NAmes",5,5,1970,914,"Y",914,0,914,1,0,0,368,0,0,0,182379
"820",17199,"NAmes",4,7,1961,914,"Y",914,0,914,1,0,0,270,0,0,0,184050
"821",4113,"NAmes",6,5,2001,1337,"Y",1337,0,1337,2,0,1,511,0,0,68,158296
"822",10943,"NAmes",6,5,1997,1405,"Y",1337,NA,1337,2,0,1,522,0,0,68,175053
"823",2205,"BrDale",6,6,1973,525,"Y",525,567,1092,1,1,0,264,0,0,0,162293
"824",2058,"BrDale",6,5,1973,672,"Y",672,546,1218,1,1,0,264,0,0,28,186328
"825",2304,"NPkVill",7,7,1978,1061,"Y",1055,0,1055,2,0,0,319,0,0,32,151422
"826",7150,"NAmes",5,6,1966,988,"Y",988,NA,988,1,0,0,360,0,0,0,181969
"827",12469,"NridgHt",9,5,2006,1790,"Y",1816,NA,1816,2,0,1,730,0,0,36,189122
"828",11825,"NridgHt",8,5,2006,1694,"Y",1694,0,1694,2,0,1,856,0,0,112,185645
"829",14333,"NridgHt",8,5,2007,2108,"Y",2122,NA,2122,2,1,1,938,0,0,142,182829
"830",13641,"NridgHt",9,5,2007,1934,"Y",1943,713,2656,2,1,1,1040,0,0,58,195848
"831",13440,"NridgHt",8,5,2006,1108,"Y",1148,1402,2550,2,1,1,670,0,0,39,198785
"832",15431,"NridgHt",10,5,2005,1994,"Y",2046,NA,2046,2,1,2,878,0,0,65,181676
"833",13891,"NridgHt",9,5,2007,2552,"Y",2552,NA,2552,2,0,2,932,0,0,28,194131
"834",13654,"NridgHt",9,5,2005,1704,"Y",1722,1036,2758,2,1,1,814,0,0,55,201416
"835",17169,"NridgHt",10,5,2007,2320,"Y",2290,NA,2290,2,1,1,1174,0,0,30,185096
"836",16659,"NridgHt",8,5,2007,1582,"Y",1582,570,2152,2,1,1,728,0,0,368,195158
"837",9709,"NridgHt",8,5,2007,918,"Y",958,1142,2100,2,1,2,786,0,0,104,184795
"838",13615,"NridgHt",9,5,2006,1802,"Y",1802,0,1802,2,1,1,843,0,0,105,189168
"839",13069,"NridgHt",8,5,2004,1706,"Y",1718,1238,2956,2,1,1,916,0,0,50,216855
"840",14277,"NridgHt",8,5,2003,1317,"Y",1217,1168,2385,2,1,1,818,0,0,228,184946
"841",12568,"NridgHt",8,5,2007,895,"Y",895,923,1818,2,1,1,774,0,0,104,189317
"842",9926,"NridgHt",7,5,2005,1614,"Y",1614,NA,1614,2,0,0,878,0,0,38,180803
"843",9254,"NridgHt",8,5,2005,1721,"Y",1721,NA,1721,2,0,0,554,0,0,27,175061
"844",10732,"NridgHt",8,5,2006,1298,"Y",1298,530,1828,2,1,0,876,0,0,40,179074
"845",3901,"NridgHt",6,5,2005,1302,"Y",1302,NA,1302,1,1,1,631,0,0,50,145708
"846",3903,"NridgHt",6,5,2005,1302,"Y",1302,NA,1302,1,1,1,631,0,0,50,142398
"847",6289,"NridgHt",6,5,2005,1362,"Y",1362,NA,1362,2,0,1,460,0,0,28,161474
"848",4590,"NridgHt",8,5,2006,1554,"Y",1554,0,1554,2,0,1,627,0,0,73,157025
"849",7841,"NridgHt",9,5,2005,1577,"Y",1577,NA,1577,2,0,1,564,0,0,39,163424
"850",6240,"NridgHt",8,5,2006,1324,"Y",1324,0,1324,2,0,1,550,0,0,38,164692
"851",3242,"NridgHt",7,5,2003,1405,"Y",1405,NA,1405,2,0,1,478,0,0,36,152163
"852",15810,"Gilbert",6,5,2007,768,"Y",768,728,1496,3,0,0,572,0,0,0,192383
"853",10237,"Gilbert",6,5,2005,768,"Y",768,768,1536,2,1,1,400,0,0,38,182520
"854",13204,"Gilbert",7,5,2006,608,"Y",608,850,1458,2,0,0,454,0,0,33,187254
"855",8857,"Gilbert",6,5,2006,738,"Y",738,757,1495,2,1,1,440,0,0,30,176489
"856",9729,"Gilbert",6,5,2006,698,"Y",698,1048,1746,2,1,1,350,0,0,34,181520
"857",12216,"Gilbert",6,5,2005,1326,"Y",1326,NA,1326,2,0,0,388,0,0,23,186414
"858",8229,"Gilbert",6,5,2007,752,"Y",752,752,1504,2,1,0,440,0,0,32,185197
"859",7713,"Gilbert",7,5,2007,728,"Y",728,728,1456,2,1,0,400,0,0,24,178657
"860",7697,"Gilbert",7,6,2007,1246,"Y",1258,0,1258,2,0,0,462,0,0,0,179731
"861",3621,"Blmngtn",8,5,2003,1406,"Y",1589,NA,1589,2,0,1,630,0,0,20,161748
"862",3710,"Blmngtn",7,5,2007,1266,"Y",1266,0,1266,2,0,1,388,0,0,16,158608
"863",16219,"Gilbert",7,5,2004,835,"Y",1119,NA,1119,2,0,0,437,0,0,24,178807
"864",11084,"Gilbert",7,5,2004,384,"Y",744,630,1374,2,1,1,400,0,0,0,184187
"865",10936,"Gilbert",7,5,2006,1510,"Y",1525,0,1525,2,1,1,534,0,0,18,181686
"866",11950,"Gilbert",7,5,2003,384,"Y",754,640,1394,2,1,1,400,0,0,0,190311
"867",7875,"Gilbert",7,5,2003,847,"Y",847,1101,1948,2,1,1,434,0,0,48,192252
"868",8740,"Gilbert",7,5,2002,854,"Y",864,1131,1995,2,1,1,435,0,0,48,193954
"869",9487,"Gilbert",6,5,2000,915,"Y",940,750,1690,2,1,1,442,0,0,50,181044
"870",9649,"Gilbert",6,5,1999,941,"Y",961,683,1644,2,1,1,460,0,0,42,180258
"871",12191,"NoRidge",8,5,1997,1779,"Y",1779,772,2551,2,1,2,925,0,0,61,199641
"872",10557,"NoRidge",9,5,1998,1408,"Y",1671,1407,3078,2,1,1,806,0,0,87,197530
"873",11002,"NoRidge",8,5,1998,1389,"Y",1411,1171,2582,2,1,1,758,0,0,60,191777
"874",10790,"NoRidge",7,5,1998,1066,"Y",1108,1277,2385,2,1,1,600,0,0,38,195779
"875",11762,"NoRidge",8,5,1992,1105,"Y",1105,1097,2202,2,1,1,517,0,0,65,202112
"876",9044,"NoRidge",8,5,1996,1325,"Y",1335,1203,2538,2,1,1,933,0,0,92,192343
"877",9910,"Somerst",7,6,2007,1369,"Y",1369,0,1369,2,0,0,605,0,0,203,185191
"878",11830,"Somerst",8,5,2007,1542,"Y",1542,NA,1542,2,0,1,852,0,0,110,186760
"879",10612,"Somerst",8,5,2006,1524,"Y",1534,0,1534,2,0,1,484,0,0,46,177733
"880",12291,"Somerst",10,5,2007,1966,"Y",1966,NA,1966,2,0,1,1092,0,0,52,164430
"881",9965,"Somerst",7,5,2007,1528,"Y",1528,0,1528,3,2,1,480,0,0,228,185299
"882",8847,"Somerst",8,5,2005,1538,"Y",1538,NA,1538,2,0,0,484,0,0,40,186414
"883",8251,"Somerst",7,5,2005,1494,"Y",1506,NA,1506,2,0,1,672,0,0,35,176401
"884",9605,"Somerst",7,5,2006,982,"Y",982,995,1977,2,1,0,574,0,0,53,182381
"885",8778,"Somerst",8,5,2006,1302,"Y",1302,528,1830,2,1,0,859,0,0,40,176334
"886",8640,"Somerst",8,5,2007,1338,"Y",1338,0,1338,2,0,0,598,0,0,141,184901
"887",9000,"Somerst",7,5,2006,1335,"Y",1335,0,1335,2,0,0,575,0,0,210,180085
"888",8640,"Somerst",8,5,2007,896,"Y",896,896,1792,2,1,0,590,0,0,96,184901
"889",10411,"Somerst",5,5,2007,725,"Y",725,863,1588,3,0,0,561,0,0,0,183967
"890",12217,"Somerst",8,5,2007,955,"Y",955,925,1880,2,1,1,880,0,0,127,193046
"891",10440,"Somerst",8,5,2007,1574,"Y",1584,0,1584,2,0,1,594,0,0,256,168538
"892",11824,"Somerst",8,5,2006,1685,"Y",1685,0,1685,2,0,1,658,0,0,63,170157
"893",10625,"Somerst",6,5,2004,1158,"Y",1158,1285,2443,2,1,1,744,0,0,127,196559
"894",7500,"SawyerW",6,5,2006,1100,"Y",1100,0,1100,1,1,0,0,0,0,136,177133
"895",7500,"SawyerW",7,5,2006,1143,"Y",1143,0,1143,1,1,0,0,0,0,55,181553
"896",12450,"SawyerW",5,5,2003,1094,"Y",1094,NA,1094,1,0,0,576,0,0,0,185770
"897",7441,"SawyerW",7,5,2006,1461,"Y",1486,0,1486,2,0,0,566,0,0,32,177017
"898",11613,"SawyerW",6,5,1993,864,"Y",920,900,1820,2,1,0,492,0,0,85,184123
"899",8012,"SawyerW",6,5,1980,630,"Y",630,636,1266,1,1,2,283,0,0,0,165970
"900",6285,"Sawyer",5,5,1977,894,"Y",894,NA,894,1,0,0,308,0,0,0,158151
"901",7476,"Sawyer",5,7,1968,1040,"Y",1040,NA,1040,1,1,0,686,0,0,0,177086
"902",19522,"Veenker",7,5,1990,1223,"Y",1271,1232,2503,2,1,1,564,0,0,99,196373
"903",10751,"Sawyer",5,5,1974,1037,"Y",1037,NA,1037,1,0,0,431,0,0,47,172465
"904",12712,"Sawyer",6,7,1973,1044,"Y",1055,NA,1055,1,0,1,542,0,0,0,168590
"905",4379,"Somerst",8,5,2004,1378,"Y",1378,NA,1378,2,0,1,540,0,0,56,158820
"906",3523,"Somerst",8,5,2006,1141,"Y",1151,NA,1151,2,0,0,484,0,0,60,151611
"907",3784,"Somerst",8,5,2006,1511,"Y",1565,NA,1565,2,0,0,476,0,0,120,152125
"908",3606,"Somerst",7,5,2006,1352,"Y",1352,NA,1352,2,0,1,466,0,0,241,158404
"909",5330,"Somerst",8,5,2006,1550,"Y",1550,0,1550,2,1,0,528,0,0,102,160692
"910",2280,"Somerst",6,5,1999,744,"Y",757,744,1501,2,1,1,440,0,0,0,170175
"911",2117,"Somerst",6,5,2000,756,"Y",769,804,1573,2,1,0,440,0,0,32,169854
"912",7321,"Somerst",7,5,1999,1339,"Y",1358,0,1358,2,0,0,625,0,0,174,183410
"913",8010,"Somerst",8,5,2003,1054,"Y",1072,976,2048,2,1,2,552,0,0,48,180347
"914",8413,"Somerst",8,5,1998,1220,"Y",1220,1142,2362,2,1,2,1105,0,36,0,178930
"915",9466,"Veenker",8,5,1994,1494,"Y",1494,NA,1494,1,1,1,478,0,0,30,153346
"916",12000,"Veenker",7,6,1980,2002,"Y",2362,NA,2362,2,1,1,546,0,0,16,182675
"917",17778,"Veenker",8,5,1981,2461,"Y",2497,NA,2497,2,0,2,676,0,0,0,180770
"918",11700,"NWAmes",6,6,1968,912,"Y",1152,NA,1152,1,1,0,412,0,0,126,188714
"919",8000,"NWAmes",6,6,1970,1008,"Y",1403,1008,2411,2,1,1,570,0,0,192,191393
"920",8723,"NWAmes",6,6,1969,973,"Y",1082,NA,1082,1,0,0,480,0,0,0,174016
"921",11700,"NWAmes",6,5,1968,1295,"Y",1295,NA,1295,1,1,0,528,0,0,194,183189
"922",11358,"NWAmes",7,7,1972,1124,"Y",1610,0,1610,2,0,1,515,0,0,0,183621
"923",9547,"NWAmes",7,6,1993,1594,"Y",1594,0,1594,2,0,1,472,0,0,80,168991
"924",10530,"NWAmes",7,6,1993,1148,"Y",1091,984,2075,2,1,1,473,0,0,86,185306
"925",10738,"NWAmes",6,7,1966,1093,"Y",1093,NA,1093,2,0,1,484,0,0,0,189030
"926",10800,"NWAmes",6,5,1963,1052,"Y",1052,NA,1052,1,0,0,311,0,0,133,179208
"927",8050,"NAmes",5,6,1967,949,"Y",1107,NA,1107,1,0,0,308,0,0,64,174901
"928",10899,"NAmes",4,5,1964,NA,"N",1224,0,1224,2,0,0,530,0,0,0,168337
"929",7450,"NAmes",5,5,1956,894,"Y",1074,0,1074,1,0,1,396,0,0,72,158234
"930",14357,"NAmes",5,5,1961,864,"Y",1187,NA,1187,1,0,1,440,0,0,0,179562
"931",8243,"NAmes",5,7,1961,964,"Y",964,0,964,1,0,1,784,0,0,0,174176
"932",8680,"NAmes",5,7,1960,894,"Y",894,0,894,1,0,0,312,0,0,0,173931
"933",8800,"NAmes",7,6,1966,1174,"Y",1200,0,1200,2,0,1,440,0,0,0,184111
"934",9200,"NAmes",6,5,1965,1042,"Y",1042,0,1042,2,0,0,440,0,0,0,179374
"935",8800,"NAmes",6,7,1964,845,"Y",845,1309,2154,2,1,1,539,0,0,0,207348
"936",11382,"NAmes",6,5,1964,1130,"Y",1374,0,1374,1,0,1,286,0,84,28,186983
"937",22002,"NAmes",6,7,1959,1592,"Y",1652,NA,1652,1,1,1,510,0,0,0,206779
"938",12172,"NAmes",5,7,1940,822,"Y",908,0,908,1,0,0,512,0,0,24,177472
"939",5000,"BrkSide",3,3,1946,666,"N",666,0,666,1,0,0,0,0,0,52,156727
"940",3500,"BrkSide",3,5,1945,370,"N",442,228,670,1,0,0,0,0,0,21,157090
"941",5175,"BrkSide",5,8,1958,808,"Y",808,0,808,1,0,0,308,0,0,0,160387
"942",9600,"NAmes",5,6,1955,1078,"Y",1150,NA,1150,1,0,0,288,0,0,0,172410
"943",8668,"NAmes",5,5,1968,1560,"Y",1560,0,1560,2,0,0,792,0,0,0,191603
"944",10050,"NAmes",5,6,1966,793,"Y",1280,0,1280,2,0,1,432,0,0,40,182152
"945",9600,"NAmes",6,5,1961,1218,"Y",1254,NA,1254,1,0,1,525,0,0,0,180161
"946",8760,"NAmes",6,7,1957,936,"Y",936,NA,936,1,0,0,315,0,0,0,169652
"947",6860,"NAmes",5,6,1956,1008,"Y",1008,NA,1008,1,0,0,308,0,0,0,182503
"948",8250,"NAmes",5,7,1963,1053,"Y",1053,NA,1053,1,0,0,692,0,0,0,179714
"949",9100,"NAmes",5,5,1960,1144,"Y",1144,0,1144,1,0,1,336,0,0,0,180282
"950",9736,"NAmes",6,6,1957,1331,"Y",1721,0,1721,1,0,3,464,0,0,0,192600
"951",9770,"NAmes",5,5,1957,922,"Y",922,NA,922,1,0,0,308,0,0,34,166115
"952",12198,"NAmes",5,6,1955,1204,"Y",1411,0,1411,1,0,1,310,0,0,82,186379
"953",10050,"NAmes",5,5,1955,1216,"Y",1216,NA,1216,1,0,0,336,0,0,0,184361
"954",11556,"NAmes",5,9,1953,864,"Y",1154,0,1154,1,1,0,336,0,0,0,186220
"955",8078,"NAmes",5,5,1958,1560,"Y",1560,0,1560,2,0,0,484,0,0,0,198176
"956",10950,"NAmes",6,6,1952,948,"Y",948,0,948,1,0,0,410,0,0,48,168437
"957",7942,"NAmes",6,7,1953,1040,"Y",1040,0,1040,1,0,0,293,0,0,0,178003
"958",8540,"NAmes",5,8,1956,925,"Y",925,NA,925,1,0,0,252,0,0,0,179180
"959",7150,"NAmes",4,4,1955,1190,"Y",1040,500,1540,1,0,0,352,0,0,0,191930
"960",8400,"NAmes",5,5,1955,923,"Y",925,NA,925,1,0,2,390,0,0,0,175590
"961",9532,"NAmes",4,6,1953,1105,"Y",1647,NA,1647,1,0,1,280,368,0,0,176713
"962",15783,"OldTown",5,5,1952,924,"Y",924,0,924,1,0,0,420,0,0,324,180159
"963",14190,"OldTown",4,7,1890,925,"Y",1000,544,1544,2,0,0,0,0,0,0,188090
"964",12099,"NAmes",5,6,1953,1216,"Y",1216,NA,1728,1,0,1,371,0,0,0,186184
"965",21281,"NAmes",5,4,1935,666,"Y",1308,1778,3086,3,1,0,1200,0,290,208,223055
"966",10284,"OldTown",4,7,1925,1151,"Y",845,436,1281,2,0,0,580,0,0,0,158270
"967",10800,"OldTown",5,9,1895,736,"Y",751,783,1534,1,1,0,0,0,0,112,184733
"968",10090,"NAmes",7,5,1963,725,"Y",1035,616,1651,2,0,2,276,0,0,46,199926
"969",8700,"NAmes",5,7,1961,920,"Y",888,0,888,1,0,0,240,0,0,0,175075
"970",8300,"NAmes",6,6,1968,952,"Y",952,NA,952,1,0,0,288,0,0,0,180917
"971",7200,"NAmes",5,3,1950,864,"Y",1238,0,1238,1,1,1,357,0,0,171,182067
"972",7500,"NAmes",5,7,1959,1040,"Y",1040,NA,1040,1,0,0,286,0,0,0,178238
"973",7315,"NAmes",5,6,1958,1170,"Y",1170,0,1170,1,0,1,338,0,0,0,173454
"974",7903,"NAmes",5,5,1960,1242,"Y",1242,NA,1242,1,1,0,324,0,0,0,176821
"975",8000,"NAmes",5,5,1960,1377,"Y",1377,NA,1377,1,0,2,351,0,0,0,183642
"976",7000,"NAmes",5,6,1961,NA,"Y",925,0,925,1,0,0,300,0,0,0,177254
"977",6600,"NAmes",5,5,1962,864,"Y",864,0,864,1,0,0,294,0,0,0,168715
"978",6760,"NAmes",5,5,1962,896,"Y",936,NA,936,1,0,1,288,0,160,90,180096
"979",6978,"OldTown",5,7,1926,850,"Y",960,0,960,1,0,0,576,0,116,0,160620
"980",6000,"OldTown",6,6,1927,845,"Y",866,430,1296,1,0,0,576,0,175,0,175286
"981",4480,"OldTown",5,5,1922,1022,"N",1022,NA,1022,1,0,1,184,0,20,122,153494
"982",3153,"OldTown",5,6,1920,967,"Y",967,0,967,1,0,1,180,0,26,0,156407
"983",7200,"OldTown",5,8,1940,808,"Y",1072,0,1072,1,0,2,379,0,0,0,162162
"984",9000,"OldTown",5,8,1900,680,"Y",680,494,1174,1,0,1,576,0,40,26,166809
"985",5925,"OldTown",4,6,1900,570,"N",761,380,1141,1,0,0,252,0,96,0,172929
"986",9639,"OldTown",4,8,1900,1075,"Y",1156,642,1798,2,1,0,342,0,160,0,193514
"987",10337,"OldTown",8,9,1910,725,"N",909,863,1772,2,1,0,816,0,0,0,181612
"988",9863,"OldTown",6,6,1927,728,"Y",914,728,1642,1,1,1,374,0,0,0,191745
"989",4571,"OldTown",5,7,1910,616,"Y",616,616,1232,1,0,0,480,0,143,0,171369
"990",8398,"OldTown",6,8,1910,926,"Y",991,659,1650,2,0,0,468,0,0,103,184425
"991",3600,"OldTown",5,7,1930,687,"Y",687,671,1358,1,1,1,336,0,0,32,170563
"992",13500,"OldTown",7,8,1879,819,"Y",1312,1142,2454,2,0,1,576,0,150,148,184522
"993",8626,"OldTown",4,6,1956,NA,"Y",968,0,968,1,0,0,331,0,0,0,164968
"994",11800,"OldTown",4,7,1949,NA,"Y",1382,0,1382,2,0,1,384,0,0,40,157939
"995",6854,"BrkSide",5,7,1925,756,"N",916,144,1060,1,0,1,308,0,0,65,151520
"996",8674,"BrkSide",5,6,1950,910,"Y",910,525,1435,1,0,0,308,0,0,33,176129
"997",6125,"BrkSide",5,7,1939,728,"Y",728,546,1274,2,0,0,224,0,192,0,171112
"998",6000,"BrkSide",6,6,1939,600,"Y",608,624,1232,1,1,2,217,0,0,0,169762
"999",6120,"BrkSide",5,7,1939,884,"Y",884,0,884,1,0,0,240,0,136,0,162246
"1000",6240,"BrkSide",6,5,1938,861,"Y",861,548,1409,1,1,1,528,0,84,0,171339
"1001",6240,"BrkSide",5,8,1939,672,"Y",899,423,1322,1,0,0,280,0,0,0,189034
"1002",6240,"BrkSide",5,7,1930,966,"Y",1014,412,1426,1,0,1,230,0,96,0,175758
"1003",6120,"BrkSide",5,6,1926,756,"Y",903,378,1281,1,0,0,379,0,0,0,163351
"1004",7755,"OldTown",6,8,1918,1100,"Y",1100,1164,2264,2,1,0,408,0,0,152,189806
"1005",8850,"BrkSide",6,7,1920,768,"Y",752,624,1376,1,0,0,576,0,144,54,175370
"1006",8550,"BrkSide",5,5,1926,750,"Y",960,356,1316,1,0,0,576,0,0,0,196895
"1007",5700,"OldTown",7,6,1929,672,"N",672,672,1344,1,1,1,456,0,70,0,176905
"1008",5680,"OldTown",5,4,1901,592,"N",933,240,1173,2,0,0,240,0,77,25,176866
"1009",5680,"OldTown",5,3,1901,969,"N",969,245,1214,1,0,0,216,0,77,0,163590
"1010",13200,"IDOTRR",6,6,1963,741,"Y",1497,797,2294,3,0,1,658,0,0,110,212693
"1011",9780,"IDOTRR",7,9,1950,976,"Y",976,976,1952,1,1,2,299,0,0,0,192686
"1012",10320,"IDOTRR",6,5,1915,1138,"Y",1138,1042,2180,1,1,1,720,0,170,0,181578
"1013",4330,"IDOTRR",4,6,1958,808,"Y",838,477,1315,2,0,0,436,0,0,0,166475
"1014",10320,"IDOTRR",4,1,1910,771,"Y",866,504,1484,2,0,0,264,0,0,211,185998
"1015",12888,"Sawyer",7,8,1937,1005,"Y",1262,1005,2267,1,1,2,498,0,0,0,185527
"1016",4484,"SWISU",5,6,1942,672,"N",778,504,1282,1,0,0,240,0,0,88,159027
"1017",11235,"Sawyer",5,5,1963,925,"Y",999,NA,999,1,0,0,308,0,0,176,181169
"1018",11235,"Sawyer",5,5,1964,1420,"Y",1452,NA,1452,1,0,1,572,0,88,0,176732
"1019",14299,"Sawyer",4,3,1964,1005,"Y",1005,NA,1005,1,0,0,440,0,0,0,191619
"1020",14149,"Sawyer",5,8,1964,980,"Y",1020,0,1020,2,0,1,528,0,0,0,189114
"1021",11677,"Sawyer",5,4,1966,1040,"Y",1040,NA,1040,1,0,0,264,0,0,90,180934
"1022",8425,"Sawyer",5,6,1971,768,"Y",868,NA,868,1,0,0,576,0,0,0,164573
"1023",8665,"Sawyer",5,5,1968,876,"Y",897,0,897,1,0,0,264,0,0,0,173902
"1024",8398,"Sawyer",5,5,1967,943,"Y",943,NA,943,1,0,0,528,0,0,0,165625
"1025",8169,"Sawyer",5,7,1966,912,"Y",912,NA,912,1,0,0,315,0,0,0,179555
"1026",14175,"Sawyer",5,5,1956,1240,"Y",1375,NA,1375,1,0,1,323,0,0,0,196899
"1027",16779,"Sawyer",5,4,1920,671,"Y",1567,1087,2654,3,0,1,638,0,0,570,207566
"1028",6960,"Sawyer",7,8,1940,680,"Y",798,504,1302,1,1,2,224,0,0,0,163899
"1029",11375,"Sawyer",6,5,1954,967,"Y",1299,0,1299,1,0,1,494,0,280,0,189179
"1030",13770,"Sawyer",5,6,1958,1158,"Y",1176,NA,1176,1,0,2,303,0,0,0,193892
"1031",9000,"Sawyer",4,7,1945,NA,"N",998,0,998,1,0,0,460,0,140,0,178980
"1032",11075,"ClearCr",6,5,1984,1190,"Y",1522,0,1522,2,0,1,552,0,0,77,179749
"1033",17541,"Edwards",5,7,1948,409,"Y",1325,0,1325,2,0,1,576,0,0,42,197999
"1034",22692,"Edwards",5,5,1953,1073,"Y",1630,0,1630,2,0,1,649,0,0,64,203717
"1035",17808,"Edwards",4,5,1946,484,"N",1242,0,1242,1,0,0,336,0,0,0,185249
"1036",12671,"ClearCr",6,7,1954,1288,"Y",2422,0,2422,3,0,2,527,0,0,63,201691
"1037",10512,"Edwards",6,6,1954,988,"Y",988,638,1626,1,1,0,332,0,0,0,181956
"1038",5400,"SWISU",5,5,1958,864,"Y",864,0,864,1,0,0,399,0,0,0,171895
"1039",11515,"Edwards",4,5,1958,NA,"N",943,0,943,1,0,0,308,0,60,0,187245
"1040",3869,"Edwards",5,6,1984,1038,"Y",1038,0,1038,2,0,0,264,0,0,105,157816
"1041",9280,"Edwards",5,6,1951,1342,"Y",1342,NA,1342,1,0,0,256,0,0,0,191702
"1042",11100,"Edwards",5,6,1951,1080,"N",1080,400,1480,1,0,1,253,0,68,0,198599
"1043",7550,"Edwards",4,5,1920,951,"N",986,376,1362,2,0,0,280,0,0,0,187193
"1044",23920,"SawyerW",6,5,1984,1105,"Y",1105,717,1822,2,0,1,515,444,1012,195,220514
"1045",9317,"SawyerW",7,5,1994,779,"Y",1029,929,1958,2,1,1,499,0,0,93,181814
"1046",9178,"CollgCr",8,5,2007,1643,"Y",1651,0,1651,2,0,1,870,0,0,64,183750
"1047",10481,"CollgCr",8,5,2006,2140,"Y",2140,0,2140,2,1,0,894,0,0,32,183000
"1048",10235,"CollgCr",8,5,2007,1643,"Y",1651,0,1651,2,0,1,870,0,0,64,185830
"1049",11750,"CollgCr",7,5,2005,1546,"Y",1546,0,1546,2,0,0,796,0,0,42,185497
"1050",8760,"CollgCr",8,5,2006,1489,"Y",1500,0,1500,2,0,1,674,0,0,38,179613
"1051",7242,"CollgCr",7,5,2005,1270,"Y",1270,0,1270,2,0,0,524,0,0,96,164454
"1052",9316,"CollgCr",7,5,2005,879,"Y",879,916,1795,2,1,0,578,0,0,111,185127
"1053",8883,"SawyerW",7,5,1988,929,"Y",946,927,1873,2,1,1,619,0,0,48,178750
"1054",20064,"ClearCr",8,6,1976,966,"Y",1743,NA,1743,0,1,2,529,0,0,0,160927
"1055",14217,"CollgCr",5,5,1994,1022,"Y",1022,0,1022,1,0,0,747,0,0,0,192562
"1056",10021,"CollgCr",6,6,1997,635,"Y",646,662,1308,2,1,0,497,0,0,54,180990
"1057",8428,"CollgCr",5,7,1994,990,"Y",990,NA,990,1,0,0,384,0,0,0,180064
"1058",16561,"CollgCr",5,5,1996,1097,"Y",1097,NA,1097,1,1,0,242,0,0,0,196070
"1059",10820,"CollgCr",7,5,1999,988,"Y",988,885,1873,2,1,1,597,0,0,123,180352
"1060",12352,"CollgCr",7,5,1998,853,"Y",853,900,1753,2,1,1,534,0,0,74,183367
"1061",9543,"CollgCr",7,5,2001,845,"Y",845,845,1690,2,1,0,517,0,0,103,176734
"1062",8826,"CollgCr",7,5,2000,985,"Y",985,857,1842,2,1,1,486,0,0,96,180848
"1063",11800,"CollgCr",5,5,1974,864,"Y",894,0,894,1,0,0,440,0,0,0,187806
"1064",8660,"CollgCr",5,5,1976,1015,"Y",1025,0,1025,2,0,1,370,0,0,0,180521
"1065",9720,"CollgCr",5,7,1977,995,"Y",1009,0,1009,2,0,1,576,0,0,0,181502
"1066",8982,"CollgCr",5,5,1977,1040,"Y",1040,0,1040,1,1,0,748,0,0,0,174525
"1067",16300,"CollgCr",5,4,1977,876,"Y",907,NA,907,1,0,0,308,0,0,0,188927
"1068",9675,"CollgCr",5,6,1975,864,"Y",879,0,879,1,0,0,440,0,0,80,184728
"1069",7200,"CollgCr",5,5,1972,864,"Y",864,NA,864,1,0,0,576,0,0,0,179857
"1070",7200,"CollgCr",4,8,1972,385,"Y",875,0,875,1,0,0,728,0,0,0,180962
"1071",11354,"CollgCr",7,5,2000,1673,"Y",1673,NA,1673,2,0,1,583,0,0,113,179194
"1072",8749,"CollgCr",7,5,2003,979,"Y",992,940,1932,2,1,1,610,0,0,120,179591
"1073",8158,"CollgCr",7,5,2002,860,"Y",860,869,1729,2,1,0,542,0,0,63,180638
"1074",11927,"CollgCr",8,5,1994,1556,"Y",1592,0,1592,2,0,1,484,0,0,35,185846
"1075",12728,"CollgCr",8,5,2001,1531,"Y",1531,908,2439,2,1,1,560,0,0,121,195174
"1076",15295,"CollgCr",7,5,1996,860,"Y",1212,780,1992,2,1,2,608,0,0,32,192474
"1077",17227,"CollgCr",8,5,1999,1341,"Y",1341,NA,1341,1,1,1,482,0,0,84,164200
"1078",8145,"CollgCr",7,5,2007,738,"Y",738,738,1476,2,1,0,552,0,0,35,178403
"1079",8769,"CollgCr",7,5,2005,1169,"Y",1190,NA,1190,2,0,0,578,0,0,41,170774
"1080",8334,"CollgCr",6,5,2006,1330,"Y",1330,0,1330,2,0,1,437,0,0,23,179879
"1081",8333,"CollgCr",7,5,2006,738,"Y",738,753,1491,2,1,1,484,0,0,30,177668
"1082",9045,"CollgCr",5,5,2005,768,"Y",768,768,1536,2,1,0,400,0,0,40,180174
"1083",9825,"Edwards",5,5,1967,936,"Y",936,NA,936,1,0,1,384,0,0,0,170643
"1084",8308,"Edwards",4,6,1963,1088,"Y",1088,0,1088,1,0,0,520,0,0,0,165448
